province,grid_type,grid_id,y_power,y_chem,assigned_sector
Xinjiang,land,R35_C12,-0.0,-0.0,none
Xinjiang,land,R35_C13,-0.0,-0.0,none
Xinjiang,land,R35_C14,-0.0,-0.0,none
Xinjiang,land,R35_C15,-0.0,-0.0,none
Xinjiang,land,R35_C16,-0.0,-0.0,none
Xinjiang,land,R35_C17,-0.0,-0.0,none
Xinjiang,land,R35_C18,-0.0,-0.0,none
Xinjiang,land,R35_C19,-0.0,-0.0,none
Xinjiang,land,R35_C20,-0.0,-0.0,none
Xinjiang,land,R35_C21,-0.0,-0.0,none
Xinjiang,land,R35_C22,-0.0,-0.0,none
Xinjiang,land,R35_C23,-0.0,-0.0,none
Xinjiang,land,R35_C24,-0.0,-0.0,none
Xinjiang,land,R35_C25,-0.0,-0.0,none
Xinjiang,land,R35_C26,-0.0,-0.0,none
Xinjiang,land,R35_C27,-0.0,-0.0,none
Xinjiang,land,R35_C28,-0.0,-0.0,none
Xinjiang,land,R35_C4,-0.0,-0.0,none
Xinjiang,land,R35_C5,-0.0,-0.0,none
Xinjiang,land,R35_C6,-0.0,-0.0,none
Xinjiang,land,R35_C7,-0.0,-0.0,none
Xinjiang,land,R35_C8,-0.0,-0.0,none
Xinjiang,land,R35_C9,-0.0,-0.0,none
Xinjiang,land,R36_C10,-0.0,-0.0,none
Xinjiang,land,R36_C11,-0.0,-0.0,none
Xinjiang,land,R36_C12,-0.0,-0.0,none
Xinjiang,land,R36_C13,-0.0,-0.0,none
Xinjiang,land,R36_C14,-0.0,-0.0,none
Xinjiang,land,R36_C15,-0.0,-0.0,none
Xinjiang,land,R36_C16,-0.0,-0.0,none
Xinjiang,land,R36_C17,-0.0,-0.0,none
Xinjiang,land,R36_C18,-0.0,-0.0,none
Xinjiang,land,R36_C19,-0.0,-0.0,none
Xinjiang,land,R36_C20,-0.0,-0.0,none
Xinjiang,land,R36_C21,-0.0,-0.0,none
Xinjiang,land,R36_C22,-0.0,-0.0,none
Xinjiang,land,R36_C23,-0.0,-0.0,none
Xinjiang,land,R36_C24,-0.0,-0.0,none
Xinjiang,land,R36_C25,-0.0,-0.0,none
Xinjiang,land,R36_C26,-0.0,-0.0,none
Xinjiang,land,R36_C27,-0.0,-0.0,none
Xinjiang,land,R36_C28,-0.0,-0.0,none
Xinjiang,land,R36_C5,-0.0,-0.0,none
Xinjiang,land,R36_C6,-0.0,1.0,chem
Xinjiang,land,R36_C7,-0.0,-0.0,none
Xinjiang,land,R36_C8,-0.0,-0.0,none
Xinjiang,land,R36_C9,-0.0,-0.0,none
Xinjiang,land,R37_C10,-0.0,-0.0,none
Xinjiang,land,R37_C11,-0.0,-0.0,none
Xinjiang,land,R37_C12,-0.0,-0.0,none
Xinjiang,land,R37_C13,-0.0,-0.0,none
Xinjiang,land,R37_C14,-0.0,-0.0,none
Xinjiang,land,R37_C15,-0.0,-0.0,none
Xinjiang,land,R37_C16,-0.0,-0.0,none
Xinjiang,land,R37_C17,-0.0,-0.0,none
Xinjiang,land,R37_C18,-0.0,-0.0,none
Xinjiang,land,R37_C19,-0.0,-0.0,none
Xinjiang,land,R37_C20,-0.0,-0.0,none
Xinjiang,land,R37_C21,-0.0,-0.0,none
Xinjiang,land,R37_C22,0.0,0.0,none
Xinjiang,land,R37_C23,0.0,0.0,none
Xinjiang,land,R37_C24,0.0,0.0,none
Xinjiang,land,R37_C25,0.0,0.0,none
Xinjiang,land,R37_C26,0.0,0.0,none
Xinjiang,land,R37_C27,0.0,0.0,none
Xinjiang,land,R37_C28,-0.0,-0.0,none
Xinjiang,land,R37_C7,-0.0,-0.0,none
Xinjiang,land,R37_C8,-0.0,-0.0,none
Xinjiang,land,R37_C9,-0.0,-0.0,none
Xinjiang,land,R38_C10,-0.0,-0.0,none
Xinjiang,land,R38_C11,-0.0,-0.0,none
Xinjiang,land,R38_C12,-0.0,-0.0,none
Xinjiang,land,R38_C13,-0.0,-0.0,none
Xinjiang,land,R38_C14,-0.0,-0.0,none
Xinjiang,land,R38_C15,-0.0,-0.0,none
Xinjiang,land,R38_C16,-0.0,-0.0,none
Xinjiang,land,R38_C17,-0.0,-0.0,none
Xinjiang,land,R38_C18,0.0,0.0,none
Xinjiang,land,R38_C19,0.0,0.0,none
Xinjiang,land,R38_C20,0.0,0.0,none
Xinjiang,land,R38_C21,0.0,0.0,none
Xinjiang,land,R38_C22,0.0,0.0,none
Xinjiang,land,R38_C23,0.0,0.0,none
Xinjiang,land,R38_C24,-0.0,-0.0,none
Xinjiang,land,R38_C25,0.0,0.0,none
Xinjiang,land,R38_C26,0.0,0.0,none
Xinjiang,land,R38_C27,0.0,0.0,none
Xinjiang,land,R38_C28,-0.0,-0.0,none
Xinjiang,land,R38_C29,-0.0,-0.0,none
Xinjiang,land,R38_C6,-0.0,-0.0,none
Xinjiang,land,R38_C7,0.0,0.0,none
Xinjiang,land,R38_C8,-0.0,-0.0,none
Xinjiang,land,R38_C9,1.0,-0.0,power
Xinjiang,land,R39_C15,-0.0,-0.0,none
Xinjiang,land,R39_C16,-0.0,-0.0,none
Xinjiang,land,R39_C17,-0.0,-0.0,none
Xinjiang,land,R39_C18,-0.0,-0.0,none
Xinjiang,land,R39_C19,0.0,0.0,none
Xinjiang,land,R39_C25,-0.0,-0.0,none
Xinjiang,land,R39_C26,-0.0,-0.0,none
Xinjiang,land,R39_C27,-0.0,-0.0,none
Xinjiang,land,R39_C28,-0.0,-0.0,none
Xinjiang,land,R39_C7,0.0,0.0,none
Xinjiang,land,R39_C8,-0.0,-0.0,none
Xinjiang,land,R40_C28,-0.0,-0.0,none
